product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,ANSIBLE,"SAN FRANCISCO, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, pockets, looks",,So bad that they are painful,6/8/18,"I have had dozens of Pace Breaker shorts. I even had their predecessors, the Response shorts. So I see Pace Breaker shorts listed and I purchase them. I wear them to the gym and they are the worst.",8-Jun-18,"Dear Ansible,

Thanks for making time to leave a review. We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,2 out of 5,RUNTC,MIDWEST USA,RUNNER,,SLIM,"zippered size pocket, waist tie","liner, phone pocket, lack of a key pouch, price, hand pockets",,Updated ≠ Better,6/5/18,"I recently went into a store to try on a pair of the Pace Breaker Short 9"" Updated. Lululemon staff were polite and helpful as always. But these shorts were disappointing to say the least. I left empty handed.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,2 out of 5,CODYDUCK,"PORTLAND, ME, USA",RUNNER,18-24,LEAN,"color options, materials",updated fit,,Should Have Purchased the Original,6/4/18,"I own five pairs of the original Pace Breaker Shorts. Not only did I need to size up on the updated fit, but the size up from a small to a medium still did not fit when I brought them home. The sales associate advised me they would stretch but even after a quick yoga practice, I found the new liner and short to be extremely uncomfortable. Unfortunately a large will be too big in terms of inseam and waist and having worn the shorts I am now stuck with them. Please go back to making new colors in the originals. I hope Lululemon makes this right for me.",6-Jun-18,"Hey codyduck,

We appreciate you taking the time to share your feedback with us. I'm sorry to hear about your experience with the Pace Breaker Short 9"" *Updated. I'm going to follow this up with an email that outlines how to move towards a resolution.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,3 out of 5,MCNKWAN,"VANCOUVER, BC, CANADA",,18-24,ATHLETIC,"the original pacebreaker, fabric","liner too tight, prefer zipper on left side",,"get the original, updated liner uncomfortable.",6/1/18,"The original pace breaker shorts were my favourite shorts of all time, so I decided to get a pair of the updated ones. But the updated pairs liner is a step in the wrong direction and are way too tight. I would highly suggest getting the original pace breaker instead because they were extremely comfortable.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,2 out of 5,SASINSC,"GREENVILLE, SC, USA",SWEATY GENERALIST,45-54,ATHLETIC,the original version,liner is way too small,,Terrible Liner in Updated Short,5/27/18,"Purchased a pair of the original Pacebreakers with liner and LOVED them. Best shorts I've owned of that type (casual athletic). When the warm weather arrived I went back to to purchase more. I'm a 34"" waist and my first pair fit me PERFECTLY in a L. The liner on the ""updated"" Pacebreakers is extremely small and uncomfortable. It does not match the size of the short. If I size up to XL for the liner to fit, the shorts themselves are too big. Unfortunately, I realized this after purchasing two pair because the salesperson told me that they would stretch (they don't). I won't buy any more of these and can't recommend them to others. I can't imagine how they would fit anyone given the size of the liner relative to the size of the shorts. If it isn't broken, LL, don't fix it. This was a move in the wrong direction.",28-May-18,"Hi SASINSC,
Thanks for taking the time to reach out to us. It's not good to hear that the sizing of your gear is not working out for you. I'd love to help you find a fix. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",7,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,HEADTRAINER,,,,,the original short,the new oom liner,,The new liner is a step in the wrong direction,5/23/18,"I love lululemon, especially the pace breaker short. I am the owner of at least 10 pairs of them due to the comfort of the liner. The new design of these shorts and the new OOM liner is the most uncomfortable thing I have worn from Lulu. If this was my first pair of lululemon shorts I would never come back for another pair. As shorts that are made for athletes, it doesn't make sense that they would make the liner too tight around my thighs for comfort. Also, the new ""pouch"" for your package is definitely not functional and the fabric is uncomfortable against my skin.",28-May-18,"Hey MichaelG17,
We stand behind our quality, and we’d like to work with you towards a solve. Please give us a ring at 1.877.263.9300 so we can make things right. Chat with you soon.",7,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,4 out of 5,HARLEYMD,,SWEATY GENERALIST,25-34,MUSCULAR,,liner rides up,,"Good Workout shorts, liner could be improved",5/15/18,"My girlfriend got me in Lulu and I've been a huge fan ever since. Customer service is second to none. These are great shorts. A little on the roomy side. I am a 32-33 waist normally and I went with a large. Waist band is a little loose but nothing the draw strings can't fix. Good movement for deep squats and Crossfit workouts. My only issue is the inner liner rides up during workouts which does get kind of annoying having to pull them down every once in a while. But otherwise, pretty good shorts.",,,7,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,5 out of 5,WOODSTOCK1976,"CALEDON, ON, CANADA",SWEATY GENERALIST,35-44,ATHLETIC,fit,,,vast improvement,5/10/18,"The staff at lululemon at Sherway Gardens in Etobicoke, Ontario were extremely helpful in guiding me to the newly redesigned pace breaker shorts which my previous experience has been just so-so.
The new shorts are a vast improvement on the previous design and provide good support while movement in the legs and hips is unrestricted .",,,7,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,3 out of 5,KKELLEY2097,"ST. LOUIS, MO, USA",SWEATY GENERALIST,18-24,SOLID,"colors, style, fit","feel, lining",,Good but you cant beat the OG,5/9/18,I have 3 pairs of the OG pacebraker shorts. These updated versons use a different lining and the overall feel are just..... different. Call me old fashion but they arent my favorite. I will continue to buy them cause there is nothing that beats them but if I had to pick between the OG and the updated? i would go OG.,,,7,0
Sweat Stride Short Sleeve,78,4.5 out of 5,4 out of 5,JLNG,MEXICO,YOGI,35-44,ATHLETIC,,,,Tag no longer at the back,8/2/18,I do NOT like the new Lululemon logo - not specially having it at the bottom of the shirts. I miss having it at the back.,,,0,0
Sweat Stride Short Sleeve,78,4.5 out of 5,5 out of 5,RTSF,"SAN FRANCISCO, CA, USA",SWEATY GENERALIST,55-65,ATHLETIC,"quality, fit, fabric",,,THE workout shirt,7/26/18,"This is what you pay Lulu for, technical fabrics implemented in impeccable designs and produced with expert manufacturing.",,,0,0
"Surge Short
4"" Updated",68,4.2 out of 5,5 out of 5,SUNDANCE,"ANCHORAGE, AK, USA",YOGI,25-34,ATHLETIC,"pockets!!!, lining, doesn't stick to you when sweaty",a little snug around the thigh,snug,Magical,8/3/18,"Love them! They are comfortable and look amazing. The best part is all the pockets that seem to appear out of nowhere (I'm still finding new ones) that hold your essentials. And best of all, once you drop something in the pocket, it is completely invisible, like something from a Harry Potter book. Amazing considering these shorts cover less than the average pair of boxers!",,,0,0
"Surge Short
4"" Updated",68,4.2 out of 5,4 out of 5,LOUISIANABODYBUILDER,"BATON ROUGE, LA, USA",SWEATY GENERALIST,18-24,MUSCULAR,,,snug,Would order again,7/31/18,I wish they had pockets on the side and I’m not a fan of the mesh under them so i cut it out but the shorts themselves are awesome i love the length and the fabric and fit,,,0,0
"Surge Short
4"" Updated",68,4.2 out of 5,3 out of 5,NICK98J,CLEVELAND,RUNNER,35-44,ATHLETIC,,,,Not great for warm weather running,7/26/18,After receiving these in the mail and trying them on I wasn’t impressed by the addition of an inner “compression” type fitted liner. These shorts would be way to hot and snug for warm weather running.,27-Jul-18,"Hi Nick98j,

Thanks so much for sharing your thoughts today. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We'll be following up via email to discuss this further. Speak soon!",0,0
"Surge Short
4"" Updated",68,4.2 out of 5,5 out of 5,MATTK1234,"AUSTIN, TX, USA",SWEATY GENERALIST,18-24,SOLID,"fit, inseam, length",needs more pockets,just right,Go Tos,7/23/18,"Great for lounging or exercising, love the freedom of the 4” inseam as well as the comfort of the liner. Have all three colors and rotate through them routinely.",,,0,0
"Surge Short
4"" Updated",68,4.2 out of 5,3 out of 5,ROLAND,"TORONTO, ON, CANADA",YOGI,35-44,SLIM,,"oom liners, not enough colour options",,OOM liners not a fan,7/4/18,"For the past 7 years, I’ve thoroughly enjoyed your Surge Shorts 5”, w/ the regular brief liners. I have 10 pairs of this, which I will cherish forever. They're great for bikram yoga. Then you did a complete overhaul about 2 years ago (very few options for the liners & a lot of colour options for the linerless). This April/May 2018, another drastic overhaul happened. It now comes in the 4”, 6”, but w/ the OOM liners. Some may enjoy the new updated surge shorts but I am not a big fan. This just gets in the way during my bikram classes. I do not understand why you have to change things that are not broken. I may have to venture on other brands as there’s no other 4” or 5” shorts you have with the regular liners anymore. An associate suggested purchasing other shorts w/ the liners I want & just have it tailored (as that's free) so it'll be the same length. It's so much of a hassle. I have always loved the lululemon brand. Now, however, I am greatly disappointed you have nothing to offer me anymore.",4-Jul-18,"Hey Roland,

Thanks for reaching out and providing this feedback for us. We want your gear to support your sweatiest pursuits, but it sounds this isn’t the case for you. We'd love to chat with you further to gather more information from you and work towards a resolution. We'll be reaching out via email, so keep your eyes peeled on your inbox.",0,0
"Surge Short
4"" Updated",68,4.2 out of 5,2 out of 5,JSONNNNNNSF,CALIFORNIA,RUNNER,25-34,ATHLETIC,"quality, liner","smell, fit",snug,"Nice quality shorts, but snug and retains smell",7/3/18,"These are good shorts, but if you have even a medium size butt and thighs from lifting, then they're gonna feel really snug. Sizing up offers kind of a weird dimensions, but might work.",4-Jul-18,"Hey jsonnnnnnsf,

Thank you for taking the time to share your feedback with us. That doesn't sound like a good experience at all! Give us a call at the Guest Education Centre (GEC) at 1.877.263.9300, or start a chat with us on our website. We look forward to speaking with you soon!",0,0
