product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
9"" Updated",68,2.1,2,CODYDUCK,"PORTLAND, ME, USA",RUNNER,18-24,LEAN,"color options, materials",updated fit,,Should Have Purchased the Original,2018-06-04,"I own five pairs of the original Pace Breaker Shorts. Not only did I need to size up on the updated fit, but the size up from a small to a medium still did not fit when I brought them home. The sales associate advised me they would stretch but even after a quick yoga practice, I found the new liner and short to be extremely uncomfortable. Unfortunately a large will be too big in terms of inseam and waist and having worn the shorts I am now stuck with them. Please go back to making new colors in the originals. I hope Lululemon makes this right for me.",2018-06-06,"Hey codyduck,

We appreciate you taking the time to share your feedback with us. I'm sorry to hear about your experience with the Pace Breaker Short 9"" *Updated. I'm going to follow this up with an email that outlines how to move towards a resolution.",3,0,556,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,MCNKWAN,"VANCOUVER, BC, CANADA",,18-24,ATHLETIC,"the original pacebreaker, fabric","liner too tight, prefer zipper on left side",,"get the original, updated liner uncomfortable.",2018-06-01,"The original pace breaker shorts were my favourite shorts of all time, so I decided to get a pair of the updated ones. But the updated pairs liner is a step in the wrong direction and are way too tight. I would highly suggest getting the original pace breaker instead because they were extremely comfortable.",,,3,2,308,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,SASINSC,"GREENVILLE, SC, USA",SWEATY GENERALIST,45-54,ATHLETIC,the original version,liner is way too small,,Terrible Liner in Updated Short,2018-05-27,"Purchased a pair of the original Pacebreakers with liner and LOVED them. Best shorts I've owned of that type (casual athletic). When the warm weather arrived I went back to to purchase more. I'm a 34"" waist and my first pair fit me PERFECTLY in a L. The liner on the ""updated"" Pacebreakers is extremely small and uncomfortable. It does not match the size of the short. If I size up to XL for the liner to fit, the shorts themselves are too big. Unfortunately, I realized this after purchasing two pair because the salesperson told me that they would stretch (they don't). I won't buy any more of these and can't recommend them to others. I can't imagine how they would fit anyone given the size of the liner relative to the size of the shorts. If it isn't broken, LL, don't fix it. This was a move in the wrong direction.",2018-05-28,"Hi SASINSC,
Thanks for taking the time to reach out to us. It's not good to hear that the sizing of your gear is not working out for you. I'd love to help you find a fix. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",7,0,821,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,HEADTRAINER,,,,,the original short,the new oom liner,,The new liner is a step in the wrong direction,2018-05-23,"I love lululemon, especially the pace breaker short. I am the owner of at least 10 pairs of them due to the comfort of the liner. The new design of these shorts and the new OOM liner is the most uncomfortable thing I have worn from Lulu. If this was my first pair of lululemon shorts I would never come back for another pair. As shorts that are made for athletes, it doesn't make sense that they would make the liner too tight around my thighs for comfort. Also, the new ""pouch"" for your package is definitely not functional and the fabric is uncomfortable against my skin.",2018-05-28,"Hey MichaelG17,
We stand behind our quality, and we’d like to work with you towards a solve. Please give us a ring at 1.877.263.9300 so we can make things right. Chat with you soon.",6,1,573,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,HARLEYMD,,SWEATY GENERALIST,25-34,MUSCULAR,,liner rides up,,"Good Workout shorts, liner could be improved",2018-05-15,"My girlfriend got me in Lulu and I've been a huge fan ever since. Customer service is second to none. These are great shorts. A little on the roomy side. I am a 32-33 waist normally and I went with a large. Waist band is a little loose but nothing the draw strings can't fix. Good movement for deep squats and Crossfit workouts. My only issue is the inner liner rides up during workouts which does get kind of annoying having to pull them down every once in a while. But otherwise, pretty good shorts.",,,6,1,501,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,WOODSTOCK1976,"CALEDON, ON, CANADA",SWEATY GENERALIST,35-44,ATHLETIC,fit,,,vast improvement,2018-05-10,"The staff at lululemon at Sherway Gardens in Etobicoke, Ontario were extremely helpful in guiding me to the newly redesigned pace breaker shorts which my previous experience has been just so-so.
The new shorts are a vast improvement on the previous design and provide good support while movement in the legs and hips is unrestricted .",,,1,7,334,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,KKELLEY2097,"ST. LOUIS, MO, USA",SWEATY GENERALIST,18-24,SOLID,"colors, style, fit","feel, lining",,Good but you cant beat the OG,2018-05-09,I have 3 pairs of the OG pacebraker shorts. These updated versons use a different lining and the overall feel are just..... different. Call me old fashion but they arent my favorite. I will continue to buy them cause there is nothing that beats them but if I had to pick between the OG and the updated? i would go OG.,,,6,2,317,bottom,shorts
"T.H.E. Short
License To Train 9""",78,3.7,5,BILLYKOALA,ARKANSAS,RUNNER,25-34,ATHLETIC,,,just right,Best mens shorts Lululemon offers,2018-10-09,"Love these shorts! Perfect size and thickness of material. I like the regular ""T.H.E."" short, but they are much more loose fabric-wise. I could wear these everyday!",,,0,0,164,bottom,shorts
"T.H.E. Short
License To Train 9""",78,3.7,5,DRAAA,,,,,,,,Best. Shorts. Period.,2018-09-13,"I know most people complain about the price of lululemon, but you clearly get what you pay for! I have not been able to find the same quality in products else where, nonetheless how comfortable their shorts are for any style training. A must buy!!!",,,2,0,248,bottom,shorts
"T.H.E. Short
License To Train 9""",78,3.7,1,CALIFORNIAMAN,,,,,,"no liner, plastic retail security tag attached",just right,No liner and unusable due to security tag,2018-08-16,The listing did not specify that the shorts had no liner. Also the shorts came with a plastic retail security tag attached to the pocket zipper that was not removeable so they were unusable for me. Had to return this item. Very disappointed with lack of quality control.,,,3,6,270,bottom,shorts
Metal Vent Tech Short Sleeve Henley,78,3.6,1,BJDW,"FORT WORTH, TX, USA",SWEATY GENERALIST,35-44,ATHLETIC,look/style,stretches out when you sweat,,"Fine when dry, just can’t sweat in it",2018-10-07,"This shirt looks great if you just want to wear casual (which I don’t). Wore it gym, as soon as I started to sweat it started stretching the shirt. By the end of my workout the large shirt looked like a XXXL. This is going to be buried at the bottom on the drawer (ouch—for the price!).",2018-10-08,"Hey BJDW,

Thanks for taking the time to share your feedback with us. I'm sorry to hear the Metal Vent Tech Short Sleeve Henley is not performing for you. We stand behind our gear and would love to sort this out for you. Keep an eye out for an email coming your way. Chat Soon!",0,0,286,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,5,MARM,,,,,,,,My Husbands Favorite Shirt,2018-10-02,My hubs love this shirt! He has one other in a different color. They're his choice of shirt every day. 100% worth the purchase.,,,0,0,127,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,4,HOOPSCOACH,,,,,,,,Great Shirt,2018-09-20,"Honestly, I like wearing this shirt to hang out or go out in just as much as I do to work out in. Great shirt, super comfortable and looks good. Very happy with my purchase.",,,0,0,173,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,5,BAMBIGRL,"SACRAMENTO, CA, USA",YOGI,25-34,SLIM,"fabric, fit, color",,,Hot!!,2018-09-17,"Bought this shirt for my husband, and like all Lululemon shirts i’ve bought him, the material is great quality, and it fits perfectly! Snug (but not too tight) in the shoulders and arms, and slightly loose around the torso. So flattering. Love!!!",,,0,0,246,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,5,LIGHTNINGPIG,"AUSTIN, TX, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Great workout shirt but nice enough to wear elsewhere,2018-09-06,"I bought some of these shirts so I could have some more variety to my workout wardrobe since I mostly wear metal vent t shirts when I work out. These shirts are the same material, same fit, etc - the only difference is that it's a Henley. These are actually my favorite shirts to workout in b/c of the look. I am 6'1 205 and a large fits me great. I will say that I did have 1 issue with 1 of the shirts I bought as it stretched so much that it's basically unwearable but I didn't have any issues with the other ones so it was probably just an anomaly.",,,0,0,552,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,5,RENEGADE,"ATLANTA, GA",RUNNER,45-54,,fit look collar,,,My Favorite Workout Shirt!,2018-08-31,"I own two of these - gray and blue, and both are my go to workout shirts. I love the Henley collar - I never like collars too tight, and keeping a button open is perfect for me.
The shirt has a great shape and fit - arms are fitted, but not the obnoxious Gun Show that some shirts are.
The fit is slim, but the stretch material will work for just about anyone I think.
Silver technology seems to work - the shirt doesn't stink after workouts.
I'll be buying long sleeve versions for the fall!",,,0,0,492,top,long sleeve
Metal Vent Tech Short Sleeve Henley,78,3.6,5,KVW34,"IOWA, USA",SWEATY GENERALIST,25-34,ATHLETIC,"style, fabric",sizing is slightly different than other shirts,,Great shirt; more fitted than other metal vent shirts,2018-08-24,"This shirt is a great balance between casual and dressy. It's a little thicker than other metal vent shirts, but it also feels a bit more durable. It's also more of a fitted/athletic cut than the regular metal vent shirt.",,,1,0,221,top,long sleeve
